,Feature_Name,Importance_Score
0,C3_C4_Beta_Imag_Coherence,0.00335959395001523
1,C3_Cz_Beta_WPLI,0.002300360937903672
2,C3_F3_Beta_WPLI,0.002076475954828077
3,C3_F4_Beta_Imag_Coherence,0.0009584916496870526
4,C3_F4_Beta_WPPC,0.0009927070167514561
5,C3_F7_Beta_Coherence,0.0011848847756323834
6,C3_F8_Beta_Imag_Coherence,0.003411133395333031
7,C3_F8_Beta_WPPC,0.0007349386786623821
8,C3_Fp1_Beta_Imag_Coherence,0.002584705804203208
9,C3_Fp1_Beta_WPLI,9.599448984342663e-05
10,C3_Fp1_Beta_WPPC,0.000810390385815329
11,C3_Fp2_Beta_Coherence,0.004725218926603458
12,C3_Fp2_Beta_Imag_Coherence,0.00048677695165284503
13,C3_Fp2_Beta_WPLI,0.0003024638172512727
14,C3_Fp2_Beta_WPPC,0.00225146046993342
15,C3_Fz_Beta_Coherence,0.0024624975707096203
16,C3_Fz_Beta_Imag_Coherence,0.001253730523209799
17,C3_Fz_Beta_WPLI,0.0015225978729427598
18,C3_Fz_Beta_WPPC,0.002537033576594062
19,C3_O1_Beta_Coherence,0.0014916179716051134
20,C3_O1_Beta_Imag_Coherence,0.003765173193731532
21,C3_O1_Beta_WPLI,0.002086180275741225
22,C3_O1_Beta_WPPC,0.001066785806805745
23,C3_O2_Beta_Coherence,0.0011618276329979813
24,C3_O2_Beta_Imag_Coherence,0.0022354284011166206
25,C3_O2_Beta_WPLI,0.0017252583906818511
26,C3_O2_Beta_WPPC,0.0003053877292643227
27,C3_P3_Beta_Coherence,0.0008516270490069021
28,C3_P3_Beta_Imag_Coherence,0.0024491434361927924
29,C3_P3_Beta_WPLI,0.0008789462676409598
30,C3_P3_Beta_WPPC,0.0013449173715295462
31,C3_P4_Beta_Coherence,0.00042939816241266757
32,C3_P4_Beta_Imag_Coherence,0.004067422613760081
33,C3_P4_Beta_WPLI,0.0016868740642897548
34,C3_P4_Beta_WPPC,0.0005089402710281314
35,C3_P7_Beta_Coherence,0.0007840330003418971
36,C3_P7_Beta_Imag_Coherence,0.0008006105631167906
37,C3_P7_Beta_WPLI,0.0008921794457889055
38,C3_P7_Beta_WPPC,0.0005952223792967729
39,C3_P8_Beta_Coherence,0.0013931698210854278
40,C3_P8_Beta_Imag_Coherence,0.0024742590412518
41,C3_P8_Beta_WPLI,0.00024030199834567507
42,C3_P8_Beta_WPPC,0.00034997993517244734
43,C3_Pz_Beta_Coherence,0.003077991276328912
44,C3_Pz_Beta_Imag_Coherence,0.0011645005773134175
45,C3_Pz_Beta_WPLI,0.0013551587300903434
46,C3_Pz_Beta_WPPC,0.0023167792552046757
47,C3_T7_Beta_Coherence,0.001773637505508609
48,C3_T7_Beta_Imag_Coherence,0.0031733212844903503
49,C3_T7_Beta_WPLI,0.0007775139697293856
50,C3_T7_Beta_WPPC,0.0005388195636294988
51,C3_T8_Beta_Coherence,0.0015274090190390702
52,C3_T8_Beta_Imag_Coherence,0.0007018636345813205
53,C3_T8_Beta_WPLI,0.0009914912420268915
54,C3_T8_Beta_WPPC,5.2121281888098114e-05
55,C4_Cz_Beta_Coherence,0.002537860976729521
56,C4_Cz_Beta_Imag_Coherence,0.0006431683642652504
57,C4_Cz_Beta_WPLI,0.0005634269936709046
58,C4_Cz_Beta_WPPC,0.004112626562778358
59,C4_F3_Beta_Coherence,0.0013576249761110802
60,C4_F3_Beta_Imag_Coherence,0.0004416671777816039
61,C4_F3_Beta_WPLI,0.0008526393871301774
62,C4_F3_Beta_WPPC,0.0009419356057205679
63,C4_F4_Beta_Coherence,0.0007027134065086031
64,C4_F4_Beta_Imag_Coherence,0.0016602244953236687
65,C4_F4_Beta_WPLI,0.0009095282702995079
66,C4_F4_Beta_WPPC,0.0006078813530481268
67,C4_F7_Beta_Coherence,0.0017552199215151445
68,C4_F7_Beta_Imag_Coherence,0.003399071892726023
69,C4_F7_Beta_WPLI,0.0007820413583998243
70,C4_F7_Beta_WPPC,0.0005091344314184925
71,C4_F8_Beta_Coherence,0.0013273724341086428
72,C4_F8_Beta_Imag_Coherence,0.000526232473733392
73,C4_F8_Beta_WPLI,0.0005000940770043379
74,C4_F8_Beta_WPPC,0.0007364602600659814
75,C4_Fp1_Beta_Coherence,0.0021773964993467374
76,C4_Fp1_Beta_Imag_Coherence,0.0010052552565059589
77,C4_Fp1_Beta_WPLI,0.0005222573719102595
78,C4_Fp1_Beta_WPPC,0.0013029603085387758
79,C4_Fp2_Beta_Coherence,0.0017454329794541017
80,C4_Fp2_Beta_Imag_Coherence,0.0003860237386386154
81,C4_Fp2_Beta_WPLI,0.0002515300838793197
82,C4_Fp2_Beta_WPPC,0.0011347587160027409
83,C4_Fz_Beta_Coherence,0.001556787931241299
84,C4_Fz_Beta_Imag_Coherence,8.842895922668405e-05
85,C4_Fz_Beta_WPLI,0.0007830555598600684
86,C4_Fz_Beta_WPPC,0.002112816232191714
87,C4_O1_Beta_Coherence,0.0013724914590369447
88,C4_O1_Beta_Imag_Coherence,0.0012461763425234869
89,C4_O1_Beta_WPLI,0.002094802121844739
90,C4_O1_Beta_WPPC,0.0019526598256093969
91,C4_O2_Beta_Coherence,0.0013709009145048037
92,C4_O2_Beta_Imag_Coherence,0.0005640521253836438
93,C4_O2_Beta_WPLI,0.0006781365265113453
94,C4_O2_Beta_WPPC,0.0008899222288633008
95,C4_P3_Beta_Coherence,0.0004771404415976925
96,C4_P3_Beta_Imag_Coherence,0.0015586931827759234
97,C4_P3_Beta_WPLI,0.0007656431099402351
98,C4_P3_Beta_WPPC,0.0003571617481527234
99,C4_P4_Beta_Coherence,0.0013060327197919096
100,C4_P4_Beta_Imag_Coherence,0.0016795714819196434
101,C4_P4_Beta_WPLI,0.0022891391785157937
102,C4_P4_Beta_WPPC,0.0007958050612875957
103,C4_P7_Beta_Coherence,0.004871768269707227
104,C4_P7_Beta_Imag_Coherence,0.0014766737385594065
105,C4_P7_Beta_WPLI,0.0005280092366621481
106,C4_P7_Beta_WPPC,0.0032030023614493283
107,C4_P8_Beta_Coherence,0.00013765957896681312
108,C4_P8_Beta_Imag_Coherence,0.0010968079800802641
109,C4_P8_Beta_WPLI,0.0004937595308779069
110,C4_P8_Beta_WPPC,0.0012282458619397815
111,C4_Pz_Beta_Coherence,0.0016959826289178197
112,C4_Pz_Beta_Imag_Coherence,0.0024103953732328093
113,C4_Pz_Beta_WPLI,0.001205380564119038
114,C4_Pz_Beta_WPPC,0.001263360731974327
115,C4_T7_Beta_Coherence,0.0017279586273501722
116,C4_T7_Beta_Imag_Coherence,0.0010262547063700585
117,C4_T7_Beta_WPLI,0.001537378124734623
118,C4_T7_Beta_WPPC,0.0006524726330324565
119,C4_T8_Beta_Coherence,0.00036786787864692336
120,C4_T8_Beta_Imag_Coherence,0.0002622278411920112
121,C4_T8_Beta_WPLI,0.001027581214872683
122,C4_T8_Beta_WPPC,0.0006029455682168911
123,Cz_F3_Beta_Coherence,0.0013534890294648536
124,Cz_F3_Beta_Imag_Coherence,0.0007119463487324296
125,Cz_F3_Beta_WPLI,0.0006594724753769248
126,Cz_F3_Beta_WPPC,0.0007274164023688211
127,Cz_F4_Beta_Coherence,0.003378494516246977
128,Cz_F4_Beta_Imag_Coherence,0.00031648801237539224
129,Cz_F4_Beta_WPLI,0.0007662364714624914
130,Cz_F4_Beta_WPPC,0.0019298932335474394
131,Cz_F7_Beta_Coherence,0.0015578102273811148
132,Cz_F7_Beta_Imag_Coherence,0.0037709978439202543
133,Cz_F7_Beta_WPLI,0.0020346591489304915
134,Cz_F7_Beta_WPPC,0.004109010624753755
135,Cz_F8_Beta_Coherence,0.0018661068210558654
136,Cz_F8_Beta_Imag_Coherence,0.0005497587805869217
137,Cz_F8_Beta_WPLI,0.000899588029421171
138,Cz_F8_Beta_WPPC,0.0005608305427896758
139,Cz_Fp1_Beta_Coherence,0.003516891431736703
140,Cz_Fp1_Beta_Imag_Coherence,0.0012769824917739925
141,Cz_Fp1_Beta_WPLI,0.0006744652094790693
142,Cz_Fp1_Beta_WPPC,0.0025296051126779398
143,Cz_Fp2_Beta_Coherence,0.0011711572277819367
144,Cz_Fp2_Beta_Imag_Coherence,0.0022295195894144236
145,Cz_Fp2_Beta_WPLI,0.002273214148215113
146,Cz_Fp2_Beta_WPPC,0.0009426921181026904
147,Cz_Fz_Beta_Coherence,0.0009325367710734959
148,Cz_Fz_Beta_Imag_Coherence,0.0011897863398256105
149,Cz_Fz_Beta_WPLI,0.000752153907444745
150,Cz_Fz_Beta_WPPC,0.0004945813031893443
151,Cz_O1_Beta_Coherence,0.0008508167224889521
152,Cz_O1_Beta_Imag_Coherence,0.00036354887049743325
153,Cz_O1_Beta_WPLI,0.0020447783465013954
154,Cz_O1_Beta_WPPC,0.0032074655669728806
155,Cz_O2_Beta_Coherence,0.0017258575834210737
156,Cz_O2_Beta_Imag_Coherence,0.000688089183742072
157,Cz_O2_Beta_WPLI,0.0018235941167456726
158,Cz_O2_Beta_WPPC,0.0005603646338028134
159,Cz_P3_Beta_Coherence,0.0031412514259152643
160,Cz_P3_Beta_Imag_Coherence,0.0007842254801547427
161,Cz_P3_Beta_WPLI,0.00022263377686335812
162,Cz_P3_Beta_WPPC,0.0011024251367290874
163,Cz_P4_Beta_Coherence,0.002500650983560037
164,Cz_P4_Beta_Imag_Coherence,0.0009971003835232924
165,Cz_P4_Beta_WPLI,0.002282844934350879
166,Cz_P4_Beta_WPPC,0.0015256613355214004
167,Cz_P7_Beta_Coherence,0.002111006960547897
168,Cz_P7_Beta_Imag_Coherence,0.0007470200921487951
169,Cz_P7_Beta_WPLI,0.002908984879604964
170,Cz_P7_Beta_WPPC,0.0019565148447477656
171,Cz_P8_Beta_Coherence,0.0006128394981627094
172,Cz_P8_Beta_Imag_Coherence,0.0005877023876951231
173,Cz_P8_Beta_WPLI,0.003068747426882646
174,Cz_P8_Beta_WPPC,0.0016243135041952702
175,Cz_Pz_Beta_Coherence,0.0036948267429581538
176,Cz_Pz_Beta_Imag_Coherence,0.0006339351219507514
177,Cz_Pz_Beta_WPLI,0.000938068841789992
178,Cz_Pz_Beta_WPPC,0.0034272643477863524
179,Cz_T7_Beta_Coherence,0.0007285510551877238
180,Cz_T7_Beta_Imag_Coherence,0.0016390380295777556
181,Cz_T7_Beta_WPLI,0.0019061005500750619
182,Cz_T7_Beta_WPPC,0.0005127078879200304
183,Cz_T8_Beta_Coherence,0.0009328273395592816
184,Cz_T8_Beta_Imag_Coherence,0.0013540599951592735
185,Cz_T8_Beta_WPLI,0.0013528108109628187
186,Cz_T8_Beta_WPPC,0.0012836442599659854
187,F3_F4_Beta_Coherence,0.0008512803622556257
188,F3_F4_Beta_Imag_Coherence,0.0017700823920985805
189,F3_F4_Beta_WPLI,0.0008692774204254084
190,F3_F4_Beta_WPPC,0.0023056306583461397
191,F3_F7_Beta_Coherence,0.0010668522566549012
192,F3_F7_Beta_Imag_Coherence,0.0008857534331573905
193,F3_F7_Beta_WPLI,0.0007150396719590614
194,F3_F7_Beta_WPPC,0.001750097311763367
195,F3_F8_Beta_Coherence,0.0005426221609762291
196,F3_F8_Beta_Imag_Coherence,0.0014158234129824695
197,F3_F8_Beta_WPLI,0.0006908663495464007
198,F3_F8_Beta_WPPC,0.0009885724603900974
199,F3_Fp1_Beta_Coherence,0.0015042035786506473
200,F3_Fp1_Beta_Imag_Coherence,0.0007191482818461587
201,F3_Fp1_Beta_WPLI,0.0007196210252453558
202,F3_Fp1_Beta_WPPC,0.0005532897980783639
203,F3_Fp2_Beta_Coherence,0.0013347994917789088
204,F3_Fp2_Beta_Imag_Coherence,0.001667342705893867
