MSE,MAE,R2
156.3954434782609,10.414782608695653,-0.236189068523444
174.2855260869565,11.181304347826087,-0.37759679795595114
153.67889999999994,10.02304347826087,-0.21471682305830275
194.922447826087,11.340434782608694,-0.5407162373367602
185.40311304347827,11.450434782608696,-0.46547301198338453
175.79326956521737,10.684347826086956,-0.3895143830499357
194.8823304347826,10.913913043478262,-0.5403991393479364
186.6863652173913,12.116521739130437,-0.47561616113319194
175.24837391304348,11.247826086956522,-0.3852073902519202
169.8723,10.389999999999999,-0.3427135448106864
185.12536086956524,11.449130434782608,-0.4632775886800349
177.2295260869565,11.116956521739128,-0.4008669171921224
166.52460000000002,10.598260869565218,-0.31625247885724517
191.27377391304347,11.270434782608698,-0.5118761975913695
173.11720869565218,10.53478260869565,-0.36836212234408183
204.4023652173913,12.023478260869563,-0.6156478976780322
177.74357391304343,11.016521739130434,-0.40493008098496786
210.4725565217391,12.339130434782609,-0.6636282222155814
122.37237826086954,9.453478260869565,0.032737828347727316
192.1566434782609,11.006086956521738,-0.5188546215222787
207.84746956521735,11.385217391304348,-0.6428788721871912
170.14700869565218,10.957391304347826,-0.3448849116935122
198.6661217391304,12.012173913043478,-0.570307181065655
211.66757391304347,12.159999999999995,-0.6730739413680782
111.85090434782609,9.125217391304348,0.1159022143860381
159.1927043478261,10.959130434782608,-0.25829932462720007
167.6492956521739,10.492173913043478,-0.32514235723037377
173.70766956521737,10.87217391304348,-0.3730292741236587
144.94260000000003,10.203478260869566,-0.14566290231001422
155.87083043478265,10.001304347826087,-0.23204239458506448
171.33685652173912,10.47782608695652,-0.3542897692974334
118.78214782608696,8.841739130434782,0.06111591608642386
130.42977391304348,9.126956521739128,-0.030949861040552307
152.3663913043478,9.798260869565217,-0.20434242297462824
215.68738260869566,12.180000000000001,-0.7048475241311298
157.66563043478257,10.371739130434783,-0.24622894689657238
171.88995652173912,10.680869565217392,-0.358661611331919
185.62366521739133,11.998695652173911,-0.46721631204614056
98.5209086956522,7.989999999999999,0.22126586528404502
178.70695652173913,11.136521739130433,-0.4125449003376864
118.1666,8.808695652173913,0.06598136150375034
181.43744782608698,11.416086956521738,-0.43412739294145797
176.51792608695652,11.284782608695652,-0.39524225114305356
180.96502173913038,11.585652173913042,-0.430393217882437
166.5001608695652,10.528260869565218,-0.3160593058004362
127.1821869565217,8.93173913043478,-0.005280113857095481
123.60571739130437,9.653478260869566,0.022989204494516358
161.37461739130435,10.914782608695655,-0.27554571616412193
156.9741608695652,10.202173913043477,-0.24076339688611315
185.68452173913047,11.698260869565216,-0.4676973373576787
177.45972173913043,10.802608695652173,-0.4026864417416247
185.57803043478262,11.663913043478265,-0.466855603203538
135.32588260869568,9.231739130434784,-0.06964994023249549
191.62796521739128,11.299130434782606,-0.5146758150793413
123.13426956521738,8.850434782608694,0.026715647132654174
177.97774347826086,11.320434782608697,-0.4067810163464123
180.10697826086954,11.472608695652173,-0.42361102561037534
157.53023043478262,11.18304347826087,-0.2451587111137674
142.83710869565218,9.913478260869566,-0.1290205674924545
170.09876521739127,10.737391304347826,-0.344503583061889
138.9504347826087,9.86521739130435,-0.0982993156620744
180.57002608695657,11.765217391304347,-0.4272710725278668
134.81324782608698,9.688260869565218,-0.06559794549203612
196.04439130434784,11.565217391304348,-0.5495843618324723
161.43597826086958,10.779565217391307,-0.27603072796820394
172.2730043478261,10.754347826086954,-0.3616893180527745
135.57851304347824,9.138260869565219,-0.07164679496757587
196.63746956521737,12.139999999999999,-0.5542722021336999
192.14780434782605,12.316086956521739,-0.5187847548038129
173.49421739130435,10.169565217391305,-0.3713420942533545
174.8844608695652,11.082608695652175,-0.38233092968353133
192.22719130434783,11.564347826086955,-0.5194122493500288
173.71469565217384,11.304347826086953,-0.37308481008875427
159.93044347826088,10.72173913043478,-0.2641306009622568
188.38544782608693,11.653478260869566,-0.4890461390192149
196.17274347826088,11.293478260869565,-0.5505988898186058
161.7604043478261,10.489999999999998,-0.27859507366344927
189.8245608695652,12.25,-0.5004212518303797
143.29873913043474,10.027826086956521,-0.13266941099124385
182.49022173913048,10.491739130434784,-0.4424487837312856
149.28560434782608,10.127391304347826,-0.17999110510115646
181.34564347826088,11.033913043478265,-0.43340174819950383
173.6287739130435,10.410434782608695,-0.37240566297104283
127.82711739130434,9.11,-0.010377806831425751
212.3873043478261,12.203478260869563,-0.6787628724262624
185.31593478260876,11.216086956521737,-0.46478393300062826
122.70165217391305,8.911304347826086,0.030135164211218313
130.13212173913044,9.292173913043479,-0.028597143113289425
188.35605217391304,10.814782608695653,-0.4888137883632666
135.52741739130434,10.104347826086956,-0.07124292203329041
168.49925652173914,11.111739130434785,-0.33186066252278645
182.4607086956522,10.774347826086958,-0.4422155051848311
131.53067826086956,9.966086956521737,-0.03965168693781207
190.6093826086957,11.162608695652175,-0.5066246809909454
208.0657913043478,11.946956521739132,-0.6446045423303346
163.66227826086953,11.319130434782608,-0.2936279652153122
131.78581739130436,9.643478260869568,-0.04166837103666743
202.81967826086952,11.622608695652174,-0.603137940411798
182.42007391304347,11.359565217391303,-0.44189431760451825
150.73920869565217,9.04695652173913,-0.19148076084033128
196.69576086956525,12.766521739130434,-0.554732951319368
140.56765652173914,9.403043478260871,-0.11108224456862814
161.1967130434783,10.305217391304348,-0.2741395152855395
148.08618260869565,10.113913043478261,-0.17051057287152993
198.71282173913045,11.748260869565218,-0.5706763096554408
157.69900434782608,10.790869565217392,-0.24649274273077726
192.08237826086952,11.019565217391305,-0.5182676104951736
192.07760869565217,11.19913043478261,-0.5182299106475807
148.75671304347827,9.833043478260873,-0.175810614708783
181.23654347826087,11.145652173913042,-0.4325393942563429
145.39820000000003,10.28521739130435,-0.149264079729851
160.6698347826087,10.96608695652174,-0.26997493649702653
188.5050782608696,10.788695652173915,-0.48999172817739
210.7533739130435,11.713913043478259,-0.6658478737710307
156.31722608695648,10.064347826086959,-0.23557081851597284
169.3439608695652,10.74304347826087,-0.33853741894032185
145.0615260869565,10.133478260869564,-0.14660292412515274
162.53958695652176,11.396956521739128,-0.28475392971341495
147.0664695652174,9.22521739130435,-0.16245050354122492
152.68156086956523,11.090000000000002,-0.20683360278516583
167.54113043478262,10.786956521739132,-0.32428739204494517
195.83021304347827,12.195217391304348,-0.5478914427875563
147.70743478260871,10.718260869565217,-0.1675168544362431
196.45984347826086,11.833043478260867,-0.55286820069928
121.2589086956522,9.116086956521738,0.04153897289543629
148.52527391304346,9.304782608695653,-0.17398126139318038
173.02319130434782,11.095652173913045,-0.36761898514777513
167.81112173913044,10.814782608695653,-0.32642147147595835
214.90472173913048,12.496521739130433,-0.6986611750291372
